obsid,video_id,year,n_rows,n_codeable_turns,n_teacher_turns,n_chars,shared_video_id,sha256
2743,760,2,553,553,258,38344,,b02e032b7798478be290454be297be14c9d7a7e379eed2d5ae2a72fc69b54efd
2755,375,2,264,264,145,17310,,8803283c2dd1159d3b799c4c059cc83c47a519882c069a38a14b90c4e0d4e9e4
2756,314,2,327,327,154,34592,,9ae12747822854b767b99ec43204299339ec363241ef4f8715763f5fc1f8c13a
2757,313,2,339,339,189,31728,,3cdbd4b4a65b6bb0a4e8870fbd7bec94399d6043de9fd95d6beb269473af0566
2758,312,2,304,304,146,23103,,e2e347d54a9464a00d152b5364c087280a924c3b0db92adb148ccbf9ceee5aa3
2759,374,2,151,151,76,33037,,c7dd2c3135a162e4b578b893877bb096f075cc29f8c7c71ccd9bd2dd728cdbcc
2761,349,2,191,191,95,32644,,e0feae99ca0366a696fb0a5e6bc75423e070e2e6f485a1cb84041ac5a10f825d
2764,348,2,579,579,277,42675,,7ab7439f33bfc7ce02f61e4544b96f8b0e9f57f3f0201e027ed874f09c573fd8
2765,351,2,190,190,95,29068,,f12fecc267a802a5c605f232ccbf5b91a674ba616d64485c9f8f12dbf4e440fe
2766,823,2,512,512,245,29183,,fb8b9c08a76dc3a92a522c99a8cb7208a020e5dd496abe3a3519ec8f05c2d335
2767,821,2,398,398,186,32652,,d35140eda6add3fdea788de362b45db97318494659cfd74ed28be9b84fa02513
2768,825,2,559,559,253,26067,,7cfa988d6811bc2a083d89d9c7c4c22c2bfe0de602416075c12f1a6dc1ca6426
2769,759,2,490,490,280,30660,,737e608911d6bd0019d0a5282255d6943f8b17a9348df35bbb82b1c50d416c2f
2773,353,2,267,267,151,17243,,320c96df51eb9c830f731454c241d1e7aee13edf8298f224ea702e269d69056e
2774,327,2,435,435,246,36519,,d22809b1be8e0b58b87af277aa111863484a7e1661efef8594278662143289e3
2775,329,2,231,231,138,22488,,e6b38b5069b25671a44bd15eea36771dc1c4f4c00cdf0039b7da9ecf5274a912
2776,326,2,178,178,111,22512,,1e84446134eeb345a24cad6ca10995d0d6cb62dcf034562a042cb89bebf2f085
2777,373,2,208,208,106,13472,,1860f33dfb141ca78a3056abae3c6b5788632f341b23bf627a4f08305b742f34
2778,325,2,384,384,188,26378,,f80634ad5b97b008a6414ecf19efd8b8fef682e6f894f03b1e958a3d9c760aa8
2780,516,2,151,151,76,19914,,f512ad8b833380df37494a1797d102fa99e9a7ae1788dbce18a0e707baebbb6d
2781,518,2,294,294,143,32693,,9acb8a78b98b71cac39bbbc9071a6560ff337e50e10ca45154b51ad79c88fd70
2783,334,2,219,219,119,17725,,bb52cff782f8340bc75ef4c51e26cf4bcfd64432d922788b7e0518085074494b
2786,372,2,481,481,250,34617,,e48d71298594b197b133981f2872968fd9b574b2c72fb59cda8074e81bf39d9b
2787,337,2,429,429,214,34990,,d12a115f0ddca23a8d3bb3d6b7908cdb63c6f9b8b2c6a66a03e40e5bcbca4b87
2789,341,2,611,611,285,27845,,70ca2fe7a62978a8823d7d7e2c2abb76aa701fce00c2ff6493165ac474dce21a
2790,759,2,765,765,346,41260,,827d2a0a99b276d85284c7c6f34cc3758e7160d009112f358a5c9df9a51fb6aa
2791,757,2,322,322,160,32693,,d600d52dbc4d38727d8684dbaf93510af8f3c38f7f4453cdefc9455caeb5f152
2792,754,2,371,371,213,29049,,bbb667362b5197378c159c620db243c5682faf5a024e612ff002741908824844
2795,409,2,318,318,159,25915,,5f0ed08c96b6160f4075e5806286d798961004877e8c5faee2af0dfae181fb63
2797,423,2,280,280,170,19766,,8549fb68100bb679db47a78487e10abc6bc4faede46920b199b025a4bf2f92e8
2800,318,2,576,575,287,41381,,0daecce71cb42116f5d3c336a1debf5ff1c492cb11a4ed37d0e5ae0d7af3d39c
